Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,Credit Score,Has Credit Card,Is Active Member,Age,Total_Income,EMI,Loan_Income_Percentage,Predicted,Ethical_Audit_Flag
LP001443,Female,No,0,Graduate,No,3692,0.0,93.0,360.0,0.0,Rural,1,647,0,0,28,3692.0,258.3333333333333,0.06997110870350307,1,Compliant
LP002585,Male,Yes,0,Graduate,No,3597,2157.0,119.0,360.0,0.0,Rural,0,651,0,0,35,5754.0,330.55555555555554,0.05744795890781292,0,Compliant
LP001963,Male,Yes,1,Graduate,No,2014,2925.0,113.0,360.0,1.0,Urban,0,753,1,1,34,4939.0,313.8888888888889,0.0635531259139277,1,Compliant
LP001194,Male,Yes,2,Graduate,No,2708,1167.0,97.0,360.0,1.0,Semiurban,1,737,0,1,59,3875.0,269.44444444444446,0.06953405017921148,1,Compliant
LP002768,Male,No,0,Not Graduate,No,3358,0.0,80.0,36.0,1.0,Semiurban,0,514,1,0,39,3358.0,2222.222222222222,0.661769571835087,0,Compliant
LP002141,Male,Yes,3+,Graduate,No,2666,2083.0,95.0,360.0,1.0,Rural,1,711,0,0,25,4749.0,263.8888888888889,0.05556725392480289,1,Compliant
LP002418,Male,No,3+,Not Graduate,No,4707,1993.0,148.0,360.0,1.0,Semiurban,1,307,1,1,40,6700.0,411.1111111111111,0.06135986733001658,1,Compliant
LP002197,Male,Yes,2,Graduate,No,5185,0.0,155.0,360.0,1.0,Semiurban,1,510,0,1,54,5185.0,430.55555555555554,0.08303867995285545,1,Compliant
LP002361,Male,Yes,0,Graduate,No,1820,1719.0,100.0,360.0,1.0,Urban,1,683,0,1,47,3539.0,277.77777777777777,0.07849047125678943,1,Compliant
LP002284,Male,No,0,Not Graduate,No,3902,1666.0,109.0,360.0,1.0,Rural,1,824,1,1,48,5568.0,302.77777777777777,0.05437819284802043,1,Compliant
LP001430,Female,No,0,Graduate,No,4166,0.0,44.0,360.0,1.0,Semiurban,1,836,1,0,31,4166.0,122.22222222222223,0.02933802741772017,1,Compliant
LP001432,Male,Yes,2,Graduate,No,2957,0.0,81.0,360.0,1.0,Semiurban,1,481,1,1,54,2957.0,225.0,0.07609063239770038,1,Compliant
LP001516,Female,Yes,2,Graduate,No,14866,0.0,70.0,360.0,1.0,Urban,1,382,1,1,21,14866.0,194.44444444444446,0.01307980925901012,1,Compliant
LP002446,Male,Yes,2,Not Graduate,No,2309,1255.0,125.0,360.0,0.0,Rural,0,539,1,1,46,3564.0,347.22222222222223,0.09742486594338447,0,Compliant
LP001087,Female,No,2,Graduate,,3750,2083.0,120.0,360.0,1.0,Semiurban,1,810,0,0,27,5833.0,333.3333333333333,0.05714612263557917,1,Compliant
LP002301,Female,No,0,Graduate,Yes,7441,0.0,194.0,360.0,1.0,Rural,0,672,0,1,51,7441.0,538.8888888888889,0.07242156818826621,1,Compliant
LP002362,Male,Yes,1,Graduate,No,7250,1667.0,110.0,,0.0,Urban,0,842,1,0,63,8917.0,352.77777777777777,0.03956238396072421,0,Compliant
LP002342,Male,Yes,2,Graduate,Yes,1600,20000.0,239.0,360.0,1.0,Urban,0,356,0,0,47,21600.0,663.8888888888889,0.030735596707818932,1,Compliant
LP002103,,Yes,1,Graduate,Yes,9833,1833.0,182.0,180.0,1.0,Urban,1,546,0,1,43,11666.0,1011.1111111111111,0.08667161933062842,1,Compliant
LP001586,Male,Yes,3+,Not Graduate,No,3522,0.0,81.0,180.0,1.0,Rural,0,496,1,0,32,3522.0,450.0,0.12776831345826234,0,Compliant
LP001195,Male,Yes,0,Graduate,No,2132,1591.0,96.0,360.0,1.0,Semiurban,1,376,0,0,23,3723.0,266.6666666666667,0.07162682424568001,1,Compliant
LP002933,,No,3+,Graduate,Yes,9357,0.0,292.0,360.0,1.0,Semiurban,1,673,0,1,26,9357.0,811.1111111111111,0.08668495362948712,1,Compliant
LP002582,Female,No,0,Not Graduate,Yes,17263,0.0,225.0,360.0,1.0,Semiurban,1,803,0,1,51,17263.0,625.0,0.03620459943231188,1,Compliant
LP001002,Male,No,0,Graduate,No,5849,0.0,,360.0,1.0,Urban,1,472,0,1,32,5849.0,0.0,0.0,1,Compliant
LP001041,Male,Yes,0,Graduate,,2600,3500.0,115.0,,1.0,Urban,1,697,0,1,29,6100.0,352.77777777777777,0.057832422586520944,1,Compliant
LP002139,Male,Yes,0,Graduate,No,9083,0.0,228.0,360.0,1.0,Semiurban,1,836,1,0,52,9083.0,633.3333333333334,0.06972732944328233,1,Compliant
LP001996,Male,No,0,Graduate,No,20233,0.0,480.0,360.0,1.0,Rural,0,375,0,0,45,20233.0,1333.3333333333333,0.06589894396942289,1,Compliant
LP002369,Male,Yes,0,Graduate,No,2920,16.12000084,87.0,360.0,1.0,Rural,1,575,1,1,43,2936.12000084,241.66666666666666,0.0823081708504856,1,Compliant
LP002393,Female,,,Graduate,No,10047,0.0,,240.0,1.0,Semiurban,1,430,0,1,58,10047.0,0.0,0.0,1,Compliant
LP002337,Female,No,0,Graduate,No,2995,0.0,60.0,360.0,1.0,Urban,1,427,1,1,41,2995.0,166.66666666666666,0.05564830272676683,1,Compliant
LP002068,Male,No,0,Graduate,No,4917,0.0,130.0,360.0,0.0,Rural,1,405,0,1,42,4917.0,361.1111111111111,0.07344134860913384,0,Compliant
LP001326,Male,No,0,Graduate,,6782,0.0,,360.0,0.0,Urban,0,781,1,0,33,6782.0,0.0,0.0,1,Compliant
LP002287,Female,No,0,Graduate,No,1500,1800.0,103.0,360.0,0.0,Semiurban,0,311,1,1,53,3300.0,286.1111111111111,0.0867003367003367,0,Compliant
LP001095,Male,No,0,Graduate,No,3167,0.0,74.0,360.0,1.0,Urban,0,728,1,1,31,3167.0,205.55555555555554,0.0649054485492755,1,Compliant
LP002938,Male,Yes,0,Graduate,Yes,16120,0.0,260.0,360.0,1.0,Urban,1,726,1,0,23,16120.0,722.2222222222222,0.044802867383512544,1,Compliant
LP002265,Male,Yes,2,Not Graduate,No,1993,1625.0,113.0,180.0,1.0,Semiurban,1,388,1,1,28,3618.0,627.7777777777778,0.1735151403476445,1,Compliant
LP001356,Male,Yes,0,Graduate,No,4652,3583.0,,360.0,1.0,Semiurban,1,647,0,1,48,8235.0,0.0,0.0,1,Compliant
LP001900,Male,Yes,1,Graduate,No,2750,1842.0,115.0,360.0,1.0,Semiurban,1,649,1,1,29,4592.0,319.44444444444446,0.06956542779713512,1,Compliant
LP002008,Male,Yes,2,Graduate,Yes,5746,0.0,144.0,84.0,0.0,Rural,1,691,0,1,48,5746.0,1714.2857142857142,0.2983441897469047,1,Compliant
LP002820,Male,Yes,0,Graduate,No,5923,2054.0,211.0,360.0,1.0,Rural,1,445,0,0,24,7977.0,586.1111111111111,0.07347512988731492,1,Compliant
LP002984,Male,Yes,2,Graduate,No,7583,0.0,187.0,360.0,1.0,Urban,1,482,1,0,53,7583.0,519.4444444444445,0.06850117953902736,1,Compliant
LP002272,Male,Yes,2,Graduate,No,3276,484.0,135.0,360.0,0.0,Semiurban,1,430,1,1,34,3760.0,375.0,0.09973404255319149,1,Compliant
LP002705,Male,Yes,0,Graduate,No,3775,0.0,110.0,360.0,1.0,Semiurban,1,412,0,1,18,3775.0,305.55555555555554,0.08094186902133922,1,Compliant
LP001572,Male,Yes,0,Graduate,No,9323,0.0,75.0,180.0,1.0,Urban,1,720,0,0,26,9323.0,416.6666666666667,0.04469233794558261,1,Compliant
LP001508,Male,Yes,2,Graduate,No,11757,0.0,187.0,180.0,1.0,Urban,1,313,1,1,41,11757.0,1038.888888888889,0.08836343360456655,1,Compliant
LP001487,Male,No,0,Graduate,No,4895,0.0,102.0,360.0,1.0,Semiurban,1,761,1,1,62,4895.0,283.3333333333333,0.057882192713653385,1,Compliant
LP002948,Male,Yes,2,Graduate,No,5780,0.0,192.0,360.0,1.0,Urban,1,369,0,0,18,5780.0,533.3333333333334,0.0922722029988466,1,Compliant
LP001993,Female,No,0,Graduate,No,3762,1666.0,135.0,360.0,1.0,Rural,1,603,0,0,31,5428.0,375.0,0.06908621960206338,1,Compliant
LP002990,Female,No,0,Graduate,Yes,4583,0.0,133.0,360.0,0.0,Semiurban,0,844,1,1,56,4583.0,369.44444444444446,0.08061192329139089,0,Compliant
LP001426,Male,Yes,,Graduate,No,5667,2667.0,180.0,360.0,1.0,Rural,1,514,1,0,20,8334.0,500.0,0.059995200383969285,1,Compliant
LP001657,Male,Yes,0,Not Graduate,No,6033,0.0,160.0,360.0,1.0,Urban,0,467,1,0,38,6033.0,444.44444444444446,0.07366889515074498,1,Compliant
LP001896,Male,Yes,2,Graduate,No,3900,0.0,90.0,360.0,1.0,Semiurban,1,311,1,1,40,3900.0,250.0,0.0641025641025641,1,Compliant
LP002916,Male,Yes,0,Graduate,No,2297,1522.0,104.0,360.0,1.0,Urban,1,486,0,0,20,3819.0,288.8888888888889,0.07564516598295075,1,Compliant
LP002534,Female,No,0,Not Graduate,No,4350,0.0,154.0,360.0,1.0,Rural,1,567,1,0,49,4350.0,427.77777777777777,0.0983397190293742,1,Compliant
LP001608,Male,Yes,2,Graduate,No,2045,1619.0,101.0,360.0,1.0,Rural,1,588,1,0,59,3664.0,280.55555555555554,0.07657083939835031,1,Compliant
LP002055,Female,No,0,Graduate,No,3166,2985.0,132.0,360.0,0.0,Rural,1,664,0,1,59,6151.0,366.6666666666667,0.0596109033761448,1,Compliant
LP002888,Male,No,0,Graduate,,3182,2917.0,161.0,360.0,1.0,Urban,1,382,1,0,47,6099.0,447.22222222222223,0.07332713923958391,1,Compliant
LP001888,Female,No,0,Graduate,No,3237,0.0,30.0,360.0,1.0,Urban,1,790,0,1,59,3237.0,83.33333333333333,0.025744001647616106,1,Compliant
LP002670,Female,Yes,2,Graduate,No,2031,1632.0,113.0,480.0,1.0,Semiurban,1,766,0,1,54,3663.0,235.41666666666666,0.06426881426881427,1,Compliant
LP002813,Female,Yes,1,Graduate,Yes,19484,0.0,600.0,360.0,1.0,Semiurban,1,673,1,0,47,19484.0,1666.6666666666667,0.0855402723602272,1,Compliant
LP001963,Male,Yes,1,Graduate,No,2014,2925.0,113.0,360.0,1.0,Urban,0,701,0,0,33,4939.0,313.8888888888889,0.0635531259139277,1,Compliant
LP002940,Male,No,0,Not Graduate,No,3833,0.0,110.0,360.0,1.0,Rural,1,751,0,0,37,3833.0,305.55555555555554,0.07971707684726208,1,Compliant
LP002820,Male,Yes,0,Graduate,No,5923,2054.0,211.0,360.0,1.0,Rural,1,356,1,0,33,7977.0,586.1111111111111,0.07347512988731492,1,Compliant
LP001996,Male,No,0,Graduate,No,20233,0.0,480.0,360.0,1.0,Rural,0,770,0,0,54,20233.0,1333.3333333333333,0.06589894396942289,1,Compliant
LP002624,Male,Yes,0,Graduate,No,20833,6667.0,480.0,360.0,0.0,Urban,1,360,0,0,49,27500.0,1333.3333333333333,0.048484848484848485,1,Compliant
LP001478,Male,No,0,Graduate,No,2718,0.0,70.0,360.0,1.0,Semiurban,1,646,1,1,24,2718.0,194.44444444444446,0.0715395307006786,1,Compliant
LP002236,Male,Yes,2,Graduate,No,4566,0.0,100.0,360.0,1.0,Urban,0,306,0,1,45,4566.0,277.77777777777777,0.06083613179539592,1,Compliant
LP001761,Male,No,0,Graduate,Yes,6400,0.0,200.0,360.0,1.0,Rural,1,795,1,1,22,6400.0,555.5555555555555,0.08680555555555555,1,Compliant
LP002467,Male,Yes,0,Graduate,No,3708,2569.0,173.0,360.0,1.0,Urban,0,725,1,0,27,6277.0,480.55555555555554,0.07655815764785018,1,Compliant
LP002625,,No,0,Graduate,No,3583,0.0,96.0,360.0,1.0,Urban,0,665,0,0,18,3583.0,266.6666666666667,0.07442552795608895,1,Compliant
LP001744,Male,No,0,Graduate,No,2971,2791.0,144.0,360.0,1.0,Semiurban,1,534,1,1,54,5762.0,400.0,0.06942034015966678,1,Compliant
LP002449,Male,Yes,0,Graduate,No,2483,2466.0,90.0,180.0,0.0,Rural,1,598,1,1,29,4949.0,500.0,0.10103051121438675,1,Compliant
LP001713,Male,Yes,1,Graduate,Yes,7787,0.0,240.0,360.0,1.0,Urban,1,438,0,1,46,7787.0,666.6666666666666,0.08561277342579512,1,Compliant
LP001972,Male,Yes,,Not Graduate,No,2875,1750.0,105.0,360.0,1.0,Semiurban,1,641,1,1,37,4625.0,291.6666666666667,0.06306306306306307,1,Compliant
LP002734,Male,Yes,0,Graduate,No,6133,3906.0,324.0,360.0,1.0,Urban,1,451,1,1,51,10039.0,900.0,0.08965036358203009,1,Compliant
LP002277,Female,No,0,Graduate,No,3180,0.0,71.0,360.0,0.0,Urban,0,846,0,0,21,3180.0,197.22222222222223,0.06201956673654787,0,Compliant
LP001594,Male,Yes,0,Graduate,No,5708,5625.0,187.0,360.0,1.0,Semiurban,1,465,1,1,35,11333.0,519.4444444444445,0.0458346814121984,1,Compliant
LP001994,Female,No,0,Graduate,No,2400,1863.0,104.0,360.0,0.0,Urban,0,721,0,1,53,4263.0,288.8888888888889,0.06776657022962443,0,Compliant
LP002197,Male,Yes,2,Graduate,No,5185,0.0,155.0,360.0,1.0,Semiurban,1,661,1,0,52,5185.0,430.55555555555554,0.08303867995285545,1,Compliant
LP002837,Male,Yes,3+,Graduate,No,3400,2500.0,123.0,360.0,0.0,Rural,0,460,0,1,38,5900.0,341.6666666666667,0.05790960451977401,0,Compliant
LP001580,Male,Yes,2,Graduate,No,8000,0.0,200.0,360.0,1.0,Semiurban,1,605,0,0,62,8000.0,555.5555555555555,0.06944444444444445,1,Compliant
LP001507,Male,Yes,0,Graduate,No,2698,2034.0,122.0,360.0,1.0,Semiurban,1,611,1,1,19,4732.0,338.8888888888889,0.07161641777026392,1,Compliant
LP001238,Male,Yes,3+,Not Graduate,Yes,7100,0.0,125.0,60.0,1.0,Urban,1,763,1,0,19,7100.0,2083.3333333333335,0.2934272300469484,1,Compliant
LP001259,Male,Yes,1,Graduate,Yes,1000,3022.0,110.0,360.0,1.0,Urban,0,846,1,0,26,4022.0,305.55555555555554,0.07597104812420576,1,Compliant
LP002161,Female,No,1,Graduate,No,4723,0.0,81.0,360.0,1.0,Semiurban,0,421,1,0,20,4723.0,225.0,0.047639212365022235,1,Compliant
LP002229,Male,No,0,Graduate,No,5941,4232.0,296.0,360.0,1.0,Semiurban,1,791,1,1,40,10173.0,822.2222222222222,0.0808239675830357,1,Compliant
LP001532,Male,Yes,2,Not Graduate,No,2281,0.0,113.0,360.0,1.0,Rural,0,767,1,0,46,2281.0,313.8888888888889,0.1376102099469044,1,Compliant
LP001974,Female,No,0,Graduate,No,5000,0.0,132.0,360.0,1.0,Rural,1,440,0,1,60,5000.0,366.6666666666667,0.07333333333333333,1,Compliant
LP002300,Female,No,0,Not Graduate,No,1963,0.0,53.0,360.0,1.0,Semiurban,1,627,0,0,56,1963.0,147.22222222222223,0.07499858493235977,1,Compliant
LP001644,,Yes,0,Graduate,Yes,674,5296.0,168.0,360.0,1.0,Rural,1,524,0,1,54,5970.0,466.6666666666667,0.07816862088218872,1,Compliant
LP001836,Female,No,2,Graduate,No,3427,0.0,138.0,360.0,1.0,Urban,0,642,0,1,31,3427.0,383.3333333333333,0.11185682326621924,0,Flag: Female Rejected w/ Good Credit
LP001034,Male,No,1,Not Graduate,No,3596,0.0,100.0,240.0,0.0,Urban,1,367,0,0,19,3596.0,416.6666666666667,0.11586948461253245,1,Compliant
LP002434,Male,Yes,2,Not Graduate,No,4652,0.0,110.0,360.0,1.0,Rural,1,776,1,0,34,4652.0,305.55555555555554,0.06568262157256138,1,Compliant
LP002297,Male,No,0,Graduate,No,2500,20000.0,103.0,360.0,1.0,Semiurban,1,418,0,1,38,22500.0,286.1111111111111,0.012716049382716048,0,Compliant
LP002519,Male,Yes,3+,Graduate,No,4691,0.0,100.0,360.0,1.0,Semiurban,1,398,0,0,49,4691.0,277.77777777777777,0.059215045358724745,1,Compliant
LP002328,Male,Yes,0,Not Graduate,No,6096,0.0,218.0,360.0,0.0,Rural,0,671,1,0,29,6096.0,605.5555555555555,0.09933654126567512,0,Compliant
LP002757,Female,Yes,0,Not Graduate,No,3017,663.0,102.0,360.0,0.0,Semiurban,1,443,0,1,19,3680.0,283.3333333333333,0.0769927536231884,1,Compliant
LP002832,Male,Yes,2,Graduate,No,8799,0.0,258.0,360.0,0.0,Urban,0,711,1,1,43,8799.0,716.6666666666666,0.08144864946774254,0,Compliant
LP002505,Male,Yes,0,Graduate,No,4333,2451.0,110.0,360.0,1.0,Urban,0,314,1,1,48,6784.0,305.55555555555554,0.04504061844863731,1,Compliant
LP002505,Male,Yes,0,Graduate,No,4333,2451.0,110.0,360.0,1.0,Urban,0,661,1,0,56,6784.0,305.55555555555554,0.04504061844863731,1,Compliant
LP002317,Male,Yes,3+,Graduate,No,81000,0.0,360.0,360.0,0.0,Rural,0,661,0,1,22,81000.0,1000.0,0.012345679012345678,0,Compliant
LP002160,Male,Yes,3+,Graduate,No,5167,3167.0,200.0,360.0,1.0,Semiurban,1,314,0,0,52,8334.0,555.5555555555555,0.06666133375996587,1,Compliant
LP002393,Female,,,Graduate,No,10047,0.0,,240.0,1.0,Semiurban,1,639,0,0,25,10047.0,0.0,0.0,1,Compliant
LP001531,Male,No,0,Graduate,No,9166,0.0,244.0,360.0,1.0,Urban,0,558,0,0,46,9166.0,677.7777777777778,0.07394477174097511,1,Compliant
LP002487,Male,Yes,0,Graduate,No,3015,2188.0,153.0,360.0,1.0,Rural,1,322,1,0,30,5203.0,425.0,0.08168364405150874,1,Compliant
LP002974,Male,Yes,0,Graduate,No,3232,1950.0,108.0,360.0,1.0,Rural,1,338,0,1,44,5182.0,300.0,0.057892705519104595,1,Compliant
LP002362,Male,Yes,1,Graduate,No,7250,1667.0,110.0,,0.0,Urban,0,420,1,0,29,8917.0,352.77777777777777,0.03956238396072421,0,Compliant
LP001977,Male,Yes,1,Graduate,No,1625,1803.0,96.0,360.0,1.0,Urban,1,353,1,1,18,3428.0,266.6666666666667,0.07779074290159471,1,Compliant
LP001195,Male,Yes,0,Graduate,No,2132,1591.0,96.0,360.0,1.0,Semiurban,1,562,0,0,31,3723.0,266.6666666666667,0.07162682424568001,1,Compliant
LP002874,Male,No,0,Graduate,No,3229,2739.0,110.0,360.0,1.0,Urban,1,535,0,1,48,5968.0,305.55555555555554,0.051198987190944296,1,Compliant
LP002531,Male,Yes,1,Graduate,Yes,16667,2250.0,86.0,360.0,1.0,Semiurban,1,718,1,0,45,18917.0,238.88888888888889,0.012628264993862076,1,Compliant
LP001868,Male,No,0,Graduate,No,2060,2209.0,134.0,360.0,1.0,Semiurban,1,428,1,0,39,4269.0,372.22222222222223,0.08719190026287707,1,Compliant
LP002288,Male,Yes,2,Not Graduate,No,2889,0.0,45.0,180.0,0.0,Urban,0,607,0,1,62,2889.0,250.0,0.08653513326410522,0,Compliant
LP001137,Female,No,0,Graduate,No,3410,0.0,88.0,,1.0,Urban,1,578,1,0,49,3410.0,352.77777777777777,0.10345389377647442,1,Compliant
LP001404,Female,Yes,0,Graduate,No,3167,2283.0,154.0,360.0,1.0,Semiurban,1,620,0,0,44,5450.0,427.77777777777777,0.07849133537206932,1,Compliant
LP002318,Female,No,1,Not Graduate,Yes,3867,0.0,62.0,360.0,1.0,Semiurban,0,375,1,0,44,3867.0,172.22222222222223,0.044536390541045315,1,Compliant
LP001835,Male,Yes,0,Not Graduate,No,1668,3890.0,201.0,360.0,0.0,Semiurban,0,545,0,1,33,5558.0,558.3333333333334,0.10045579944824277,0,Compliant
LP001280,Male,Yes,2,Not Graduate,No,3333,2000.0,99.0,360.0,0.0,Semiurban,1,403,1,0,22,5333.0,275.0,0.0515657228576786,1,Compliant
LP001179,Male,Yes,2,Graduate,No,4616,0.0,134.0,360.0,1.0,Urban,0,536,1,0,58,4616.0,372.22222222222223,0.08063739649528211,1,Compliant
LP002741,Female,Yes,1,Graduate,No,4608,2845.0,140.0,180.0,1.0,Semiurban,1,654,0,0,46,7453.0,777.7777777777778,0.10435767848890082,1,Compliant
LP002357,Female,No,0,Not Graduate,No,2720,0.0,80.0,,0.0,Urban,0,368,0,1,52,2720.0,352.77777777777777,0.12969771241830066,0,Compliant
LP001768,Male,Yes,0,Graduate,,3716,0.0,42.0,180.0,1.0,Rural,1,383,0,1,64,3716.0,233.33333333333334,0.06279153211338356,1,Compliant
LP001543,Male,Yes,1,Graduate,No,9538,0.0,187.0,360.0,1.0,Urban,1,455,1,0,29,9538.0,519.4444444444445,0.054460520491134874,1,Compliant
LP002347,Male,Yes,0,Graduate,No,3246,1417.0,138.0,360.0,1.0,Semiurban,1,564,1,1,18,4663.0,383.3333333333333,0.08220744870970048,1,Compliant
LP001872,Male,No,0,Graduate,Yes,5166,0.0,128.0,360.0,1.0,Semiurban,1,323,1,0,31,5166.0,355.55555555555554,0.06882608508624768,1,Compliant
LP001811,Male,Yes,0,Not Graduate,No,3406,4417.0,123.0,360.0,1.0,Semiurban,1,728,0,0,36,7823.0,341.6666666666667,0.04367463462439814,1,Compliant
LP001722,Male,Yes,0,Graduate,No,150,1800.0,135.0,360.0,1.0,Rural,0,780,1,0,20,1950.0,375.0,0.19230769230769232,0,Flag: Young Adult Rejected w/ Good Credit
LP002341,Female,No,1,Graduate,No,2600,0.0,160.0,360.0,1.0,Urban,0,647,1,0,44,2600.0,444.44444444444446,0.17094017094017094,0,Flag: Female Rejected w/ Good Credit
LP001038,Male,Yes,0,Not Graduate,No,4887,0.0,133.0,360.0,1.0,Rural,0,305,1,0,49,4887.0,369.44444444444446,0.07559738990064344,1,Compliant
LP002494,Male,No,0,Graduate,No,6000,0.0,140.0,360.0,1.0,Rural,1,568,1,1,38,6000.0,388.8888888888889,0.06481481481481483,1,Compliant
LP002043,Female,No,1,Graduate,No,3541,0.0,112.0,360.0,0.0,Semiurban,1,842,1,0,46,3541.0,311.1111111111111,0.08785967554676959,1,Compliant
LP001326,Male,No,0,Graduate,,6782,0.0,,360.0,0.0,Urban,0,718,0,1,31,6782.0,0.0,0.0,1,Compliant
LP001954,Female,Yes,1,Graduate,No,4666,0.0,135.0,360.0,1.0,Urban,1,588,1,1,41,4666.0,375.0,0.0803686240891556,1,Compliant
LP002297,Male,No,0,Graduate,No,2500,20000.0,103.0,360.0,1.0,Semiurban,1,400,0,0,61,22500.0,286.1111111111111,0.012716049382716048,0,Flag: Older Adult Rejected w/ Good Credit
LP001325,Male,No,0,Not Graduate,No,3620,0.0,25.0,120.0,1.0,Semiurban,1,579,0,1,63,3620.0,208.33333333333334,0.05755064456721916,1,Compliant
LP002390,Male,No,0,Graduate,No,3750,0.0,100.0,360.0,1.0,Urban,1,319,0,1,50,3750.0,277.77777777777777,0.07407407407407407,1,Compliant
LP001594,Male,Yes,0,Graduate,No,5708,5625.0,187.0,360.0,1.0,Semiurban,1,613,0,1,21,11333.0,519.4444444444445,0.0458346814121984,1,Compliant
LP001938,Male,Yes,2,Graduate,No,4400,0.0,127.0,360.0,0.0,Semiurban,0,503,1,0,21,4400.0,352.77777777777777,0.08017676767676768,0,Compliant
LP002175,Male,Yes,0,Graduate,No,4750,2333.0,130.0,360.0,1.0,Urban,1,305,0,0,36,7083.0,361.1111111111111,0.05098279134704378,1,Compliant
LP001713,Male,Yes,1,Graduate,Yes,7787,0.0,240.0,360.0,1.0,Urban,1,411,0,1,42,7787.0,666.6666666666666,0.08561277342579512,1,Compliant
LP001109,Male,Yes,0,Graduate,No,1828,1330.0,100.0,,0.0,Urban,0,791,0,1,23,3158.0,352.77777777777777,0.11170923932165223,0,Compliant
LP001761,Male,No,0,Graduate,Yes,6400,0.0,200.0,360.0,1.0,Rural,1,376,0,1,18,6400.0,555.5555555555555,0.08680555555555555,1,Compliant
LP002624,Male,Yes,0,Graduate,No,20833,6667.0,480.0,360.0,0.0,Urban,1,658,0,0,19,27500.0,1333.3333333333333,0.048484848484848485,1,Compliant
LP002004,Male,No,0,Not Graduate,No,2927,2405.0,111.0,360.0,1.0,Semiurban,1,795,1,1,36,5332.0,308.3333333333333,0.057826956739184796,1,Compliant
LP001814,Male,Yes,2,Graduate,No,9703,0.0,112.0,360.0,1.0,Urban,1,596,1,0,28,9703.0,311.1111111111111,0.032063393910245395,1,Compliant
LP001552,Male,Yes,0,Graduate,No,4583,5625.0,255.0,360.0,1.0,Semiurban,1,433,1,1,19,10208.0,708.3333333333334,0.06939002089864159,1,Compliant
LP001800,Male,Yes,1,Not Graduate,No,2510,1983.0,140.0,180.0,1.0,Urban,0,824,0,1,33,4493.0,777.7777777777778,0.1731087865074066,0,Compliant
LP001922,Male,Yes,0,Graduate,No,20667,0.0,,360.0,1.0,Rural,0,772,0,1,33,20667.0,0.0,0.0,1,Compliant
LP001384,Male,Yes,3+,Not Graduate,No,2071,754.0,94.0,480.0,1.0,Semiurban,1,831,0,0,44,2825.0,195.83333333333334,0.06932153392330384,1,Compliant
LP002161,Female,No,1,Graduate,No,4723,0.0,81.0,360.0,1.0,Semiurban,0,631,1,1,38,4723.0,225.0,0.047639212365022235,1,Compliant
LP002229,Male,No,0,Graduate,No,5941,4232.0,296.0,360.0,1.0,Semiurban,1,503,1,1,59,10173.0,822.2222222222222,0.0808239675830357,1,Compliant
LP001993,Female,No,0,Graduate,No,3762,1666.0,135.0,360.0,1.0,Rural,1,475,1,1,27,5428.0,375.0,0.06908621960206338,1,Compliant
LP002065,Male,Yes,3+,Graduate,No,15000,0.0,300.0,360.0,1.0,Rural,1,342,1,1,33,15000.0,833.3333333333334,0.05555555555555556,1,Compliant
LP001594,Male,Yes,0,Graduate,No,5708,5625.0,187.0,360.0,1.0,Semiurban,1,363,1,1,52,11333.0,519.4444444444445,0.0458346814121984,1,Compliant
LP002757,Female,Yes,0,Not Graduate,No,3017,663.0,102.0,360.0,0.0,Semiurban,1,633,0,0,22,3680.0,283.3333333333333,0.0769927536231884,1,Compliant
LP001647,Male,Yes,0,Graduate,No,9328,0.0,188.0,180.0,1.0,Rural,1,670,1,1,50,9328.0,1044.4444444444443,0.11196874404421574,1,Compliant
LP002753,Female,No,1,Graduate,,3652,0.0,95.0,360.0,1.0,Semiurban,1,768,0,1,51,3652.0,263.8888888888889,0.07225873189728613,1,Compliant
LP001046,Male,Yes,1,Graduate,No,5955,5625.0,315.0,360.0,1.0,Urban,1,339,0,1,39,11580.0,875.0,0.07556131260794473,1,Compliant
LP002541,Male,Yes,0,Graduate,No,10833,0.0,234.0,360.0,1.0,Semiurban,1,598,0,0,44,10833.0,650.0,0.06000184621065264,1,Compliant
LP002050,Male,Yes,1,Graduate,Yes,10000,0.0,155.0,360.0,1.0,Rural,0,489,0,0,36,10000.0,430.55555555555554,0.043055555555555555,1,Compliant
LP001357,Male,,,Graduate,No,3816,754.0,160.0,360.0,1.0,Urban,1,829,0,1,26,4570.0,444.44444444444446,0.09725261366399222,1,Compliant
LP002472,Male,No,2,Graduate,No,4354,0.0,136.0,360.0,1.0,Rural,1,599,1,1,41,4354.0,377.77777777777777,0.08676568162098709,1,Compliant
LP002231,Female,No,0,Graduate,No,6000,0.0,156.0,360.0,1.0,Urban,1,767,1,1,58,6000.0,433.3333333333333,0.07222222222222222,1,Compliant
LP001692,Female,No,0,Not Graduate,No,4408,0.0,120.0,360.0,1.0,Semiurban,1,496,0,0,36,4408.0,333.3333333333333,0.07562008469449485,1,Compliant
LP001947,Male,Yes,0,Graduate,No,2383,3334.0,172.0,360.0,1.0,Semiurban,1,391,0,0,34,5717.0,477.77777777777777,0.08357141468913377,1,Compliant
LP002960,Male,Yes,0,Not Graduate,No,2400,3800.0,,180.0,1.0,Urban,0,402,0,1,48,6200.0,0.0,0.0,0,Flag: Rejected w/ Good Credit & Low EMI
